datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,humidity,precip,precipprob,preciptype,cloudcover
2008-01-01,43.4,32.0,39.0,40.9,25.0,34.3,49.7,0.02,100,"rain,snow",28.5
2008-01-02,42.9,30.9,35.7,40.2,23.0,31.2,57.5,0.008,100,"rain,snow",28.4
2008-01-03,39.9,30.7,35.3,39.3,23.2,32.1,58.9,0.0,0,"rain,snow",66.5
2008-01-04,51.5,37.9,44.3,51.5,32.4,42.4,57.0,0.0,0,,87.7
2008-01-05,49.4,40.8,46.3,49.4,37.6,45.5,90.9,0.051,100,rain,95.3
2008-01-06,50.1,43.3,49.0,50.1,43.3,48.1,96.3,1.185,100,rain,98.7
2008-01-07,52.4,42.8,47.8,52.4,41.2,47.4,91.0,0.012,100,rain,94.3
2008-01-08,60.5,36.9,49.5,60.5,35.9,49.1,65.9,0.202,100,rain,37.5
2008-01-09,46.8,39.3,44.6,46.7,36.4,43.9,86.2,0.0,0,,84.6
2008-01-10,49.6,41.9,46.0,49.6,40.3,45.7,90.2,0.0,0,,86.5
2008-01-11,51.3,42.5,48.0,51.3,42.5,47.2,94.7,0.35,100,rain,99.2
2008-01-12,58.7,49.0,53.3,58.7,46.1,53.1,82.1,1.134,100,rain,90.5
2008-01-13,54.4,46.0,49.9,54.4,42.7,49.1,78.6,0.672,100,rain,97.5
2008-01-14,53.7,41.2,46.8,53.7,39.4,46.2,74.8,0.011,100,rain,55.6
2008-01-15,53.3,42.6,47.3,53.3,41.2,46.7,86.2,0.298,100,rain,91.3
2008-01-16,52.4,47.7,50.0,52.4,44.5,48.6,87.1,0.288,100,rain,91.5
2008-01-17,52.0,48.8,50.4,52.0,47.6,50.1,89.2,0.577,100,rain,96.7
2008-01-18,51.8,45.8,49.4,51.8,45.8,49.4,92.5,0.417,100,rain,93.2
2008-01-19,49.7,42.5,46.1,49.7,42.5,46.1,91.0,0.012,100,rain,79.0
2008-01-20,46.5,37.7,43.3,46.5,37.7,43.0,89.3,0.0,0,,89.0
2008-01-21,46.5,43.0,44.8,46.5,41.6,44.7,84.7,0.0,0,,98.4
2008-01-22,49.2,44.5,46.6,47.9,41.4,45.6,90.1,0.228,100,rain,88.3
2008-01-23,47.6,38.6,42.9,43.4,33.3,38.6,38.7,0.02,100,rain,10.3
2008-01-24,56.5,34.2,44.1,56.5,30.6,42.5,45.7,0.0,0,,5.0
2008-01-25,55.5,35.0,45.0,55.5,31.9,44.0,53.0,0.0,0,,37.9
2008-01-26,57.8,35.6,46.0,57.8,30.8,44.6,39.6,0.0,0,,6.0
2008-01-27,49.7,33.6,41.3,49.7,30.4,40.6,68.9,0.0,0,,62.5
2008-01-28,55.0,35.0,47.1,55.0,31.5,45.8,57.2,0.0,0,,19.7
2008-01-29,56.4,37.4,46.1,56.4,33.2,44.9,61.3,0.0,0,,8.3
2008-01-30,46.8,36.2,43.7,46.8,31.8,42.9,78.0,0.118,100,rain,80.3
2008-01-31,51.1,40.0,46.4,51.1,37.5,45.8,83.8,0.658,100,rain,83.7
2008-02-01,48.5,36.9,44.5,48.5,32.6,43.8,83.3,0.0,0,,87.7
2008-02-02,50.3,42.9,47.5,50.3,40.6,46.2,92.9,1.056,100,rain,91.2
2008-02-03,47.9,41.7,44.5,47.9,33.6,41.8,78.5,1.024,100,rain,96.6
2008-02-04,55.0,45.5,49.8,55.0,44.8,48.8,92.2,1.197,100,rain,93.9
2008-02-05,58.2,43.3,51.9,58.2,41.0,51.8,68.2,0.169,100,rain,60.0
2008-02-06,56.0,39.8,47.3,56.0,37.4,46.9,76.0,0.0,0,,39.5
2008-02-07,57.3,40.7,50.1,57.3,38.4,49.0,46.8,0.0,0,,18.7
2008-02-08,49.7,41.5,45.9,49.7,36.3,41.7,41.0,0.0,0,,28.2
2008-02-09,50.6,42.7,45.9,50.6,36.4,42.8,47.8,0.0,0,,13.8
2008-02-10,49.7,40.6,44.9,48.4,34.2,42.5,51.8,0.0,0,,44.1
2008-02-11,48.8,39.2,42.6,47.1,32.7,38.5,46.0,0.0,0,,24.7
2008-02-12,49.7,33.2,40.2,49.7,28.2,37.0,48.0,0.0,0,,3.4
2008-02-13,54.6,32.2,41.4,54.6,24.6,39.4,42.7,0.0,0,,0.0
2008-02-14,56.4,31.0,42.6,56.4,26.8,41.2,48.0,0.0,0,,0.0
2008-02-15,47.6,32.3,40.1,47.6,28.0,36.5,51.8,0.0,0,,12.3
2008-02-16,42.2,29.9,35.7,36.8,22.5,30.9,38.7,0.0,0,,6.6
2008-02-17,40.5,21.0,31.7,40.5,9.1,28.1,37.7,0.0,0,,16.4
2008-02-18,47.9,27.3,36.9,47.9,20.7,34.6,45.8,0.0,0,,19.0
2008-02-19,52.1,28.6,39.6,52.1,22.3,38.3,66.6,0.0,0,,9.2
2008-02-20,51.2,31.3,42.3,51.2,26.2,40.5,77.6,0.0,0,,70.5
2008-02-21,54.0,38.9,45.2,54.0,35.7,43.9,65.5,0.0,0,,21.8
2008-02-22,55.5,35.4,44.4,55.5,31.4,43.2,65.8,0.0,0,,38.7
2008-02-23,56.4,36.7,45.6,56.4,33.8,44.6,67.0,0.0,0,,37.8
2008-02-24,58.4,36.2,46.0,58.4,36.2,46.0,74.3,0.0,0,,14.2
2008-02-25,58.3,36.2,43.4,58.3,36.2,42.8,86.6,0.0,0,,21.1
2008-02-26,47.4,36.7,41.4,47.4,35.0,41.0,92.5,0.0,0,,47.2
2008-02-27,47.7,42.7,45.4,47.7,39.3,44.9,93.2,0.012,100,rain,95.3
2008-02-28,59.1,44.8,51.2,59.1,44.8,51.2,79.3,0.0,0,,80.6
2008-02-29,50.3,41.3,47.7,50.3,39.7,47.7,92.2,0.0,0,,91.4
2008-03-01,55.7,45.3,50.5,55.7,42.7,49.4,89.9,0.107,100,rain,85.7
2008-03-02,57.2,40.6,50.7,57.2,37.3,50.0,81.4,0.0,0,,35.5
2008-03-03,58.8,48.7,53.7,58.8,46.1,53.5,76.9,0.0,0,,67.0
2008-03-04,55.4,39.3,46.8,55.4,31.2,42.2,73.5,0.201,100,rain,88.7
2008-03-05,44.0,35.6,41.8,39.0,25.6,33.2,54.5,0.062,100,rain,80.4
2008-03-06,41.4,32.5,38.5,34.1,19.9,28.6,47.7,0.0,0,,69.0
2008-03-07,49.3,35.8,43.6,49.3,24.5,38.2,64.9,0.116,100,rain,90.6
2008-03-08,56.0,37.9,46.1,56.0,32.2,44.1,81.0,0.233,100,rain,88.4
2008-03-09,50.3,37.8,45.7,50.3,35.5,45.6,86.6,0.039,100,rain,84.0
2008-03-10,55.4,44.5,49.5,55.4,40.0,48.4,86.3,0.388,100,rain,89.6
2008-03-11,52.1,41.9,48.8,52.1,39.2,47.9,89.1,0.28,100,rain,81.6
2008-03-12,54.2,37.7,47.2,54.2,34.2,46.5,86.0,0.0,0,,72.5
2008-03-13,61.1,46.0,53.3,61.1,42.6,52.8,66.3,0.012,100,rain,45.1
2008-03-14,59.0,41.5,51.5,59.0,38.6,50.5,64.8,0.0,0,,51.5
2008-03-15,58.7,45.0,53.2,58.7,43.7,52.9,70.9,0.0,0,,80.9
2008-03-16,55.6,51.4,52.8,55.6,51.4,52.8,90.2,0.11,100,rain,92.8
2008-03-17,60.2,43.4,52.5,60.2,40.7,52.1,76.3,0.167,100,rain,57.3
2008-03-18,50.4,39.8,45.2,50.4,33.9,41.6,69.4,0.241,100,rain,66.0
2008-03-19,54.2,32.5,44.6,54.2,24.6,41.7,44.6,0.11,100,"rain,snow",11.1
2008-03-20,53.7,33.8,44.0,53.7,26.7,41.2,43.2,0.0,0,,50.5
2008-03-21,51.8,30.3,43.3,51.8,26.8,40.6,59.4,0.0,0,,74.2
2008-03-22,54.9,42.8,48.4,54.9,38.2,46.1,77.8,1.14,100,rain,93.6
2008-03-23,51.1,37.2,44.8,51.1,34.3,42.5,80.4,0.377,100,rain,85.6
2008-03-24,45.9,36.7,41.4,45.9,32.5,39.4,82.3,1.202,100,rain,90.6
2008-03-25,47.4,33.8,40.0,47.4,28.8,37.5,66.7,0.029,100,"rain,snow",62.5
2008-03-26,53.5,31.7,44.0,53.5,25.9,42.3,56.0,0.012,100,rain,37.7
2008-03-27,54.2,44.7,48.8,54.2,42.0,47.6,76.8,0.407,100,rain,88.9
2008-03-28,60.5,46.1,51.6,60.5,42.3,50.7,63.9,0.012,100,rain,72.8
2008-03-29,65.3,42.3,53.7,65.3,42.3,53.6,60.2,0.0,0,,20.7
2008-03-30,66.3,45.1,54.8,66.3,40.1,53.8,50.2,0.045,100,rain,5.7
2008-03-31,65.6,41.5,53.5,65.6,39.0,53.1,56.0,0.0,0,,41.5
2008-04-01,70.1,42.9,59.9,70.1,40.8,59.8,47.3,0.0,0,,20.9
2008-04-02,61.8,45.1,53.6,61.8,41.7,53.1,65.5,0.28,100,rain,73.9
2008-04-03,60.0,42.9,51.2,60.0,40.1,50.4,55.6,0.001,100,rain,63.9
2008-04-04,60.2,49.5,54.9,60.2,48.4,54.8,39.6,0.0,0,,48.7
2008-04-05,59.6,45.9,52.5,59.6,41.6,51.6,46.9,0.0,0,,43.8
2008-04-06,60.3,41.1,51.3,60.3,36.2,50.5,57.6,0.0,0,,41.0
2008-04-07,62.7,52.4,55.9,62.7,52.4,55.9,72.0,0.021,100,rain,82.2
2008-04-08,58.3,51.3,55.5,58.3,51.3,55.5,82.0,0.161,100,rain,78.5
2008-04-09,61.1,51.1,55.1,61.1,51.1,55.1,85.9,0.123,100,rain,95.5
2008-04-10,60.3,51.9,54.9,60.3,51.9,54.9,93.0,1.188,100,rain,96.9
2008-04-11,64.1,55.7,58.3,64.1,55.7,58.3,87.0,0.525,100,rain,88.5
2008-04-12,62.7,50.3,57.5,62.7,50.3,57.5,82.3,0.33,100,rain,79.5
2008-04-13,59.3,46.4,51.6,59.3,44.9,51.5,81.5,0.37,100,rain,73.5
2008-04-14,61.1,44.9,52.7,61.1,43.0,52.4,77.2,0.0,0,,57.5
2008-04-15,54.2,47.1,49.9,54.2,45.6,49.4,87.2,0.519,100,rain,82.3
2008-04-16,55.9,46.5,50.1,55.9,45.0,49.5,80.7,0.285,100,rain,64.1
2008-04-17,62.4,49.7,54.5,62.4,48.6,54.4,77.5,1.079,100,rain,78.1
2008-04-18,62.8,52.3,56.2,62.8,52.3,56.2,80.8,0.479,100,rain,88.3
2008-04-19,68.9,51.2,58.4,68.9,51.2,58.4,76.7,0.809,100,rain,68.4
2008-04-20,68.0,54.0,60.0,68.0,54.0,60.0,75.2,0.0,0,,47.4
2008-04-21,67.7,50.6,56.9,67.7,50.6,56.9,74.0,0.792,100,rain,62.2
2008-04-22,56.0,51.5,54.0,56.0,51.5,54.0,88.2,0.296,100,rain,84.9
2008-04-23,61.2,47.9,54.5,61.2,47.4,54.4,82.4,0.238,100,rain,70.8
2008-04-24,67.5,47.6,58.3,67.5,45.7,58.2,54.3,0.091,100,rain,36.9
2008-04-25,62.9,47.6,54.0,62.9,45.8,53.6,69.8,0.24,100,rain,45.2
2008-04-26,65.9,45.2,55.9,65.9,43.8,55.3,57.3,0.0,0,,38.4
2008-04-27,69.9,49.2,60.2,69.9,49.2,60.2,49.6,0.0,0,,19.0
2008-04-28,69.9,50.7,59.8,69.9,50.7,59.8,49.0,0.0,0,,26.5
2008-04-29,54.9,49.7,52.0,54.9,47.0,51.8,82.6,0.402,100,rain,86.5
2008-04-30,62.7,50.6,55.8,62.7,50.6,55.8,84.0,0.112,100,rain,82.7
2008-05-01,63.8,56.0,58.8,63.8,56.0,58.8,85.6,0.419,100,rain,80.5
2008-05-02,72.2,53.1,62.2,72.2,53.1,62.2,60.0,0.02,100,rain,31.6
2008-05-03,70.4,49.9,62.5,70.4,47.4,62.3,52.1,0.0,0,,46.3
2008-05-04,70.1,56.9,63.6,70.1,56.9,63.6,47.8,0.0,0,,59.1
2008-05-05,63.9,51.5,58.3,63.9,51.5,58.3,61.7,0.045,100,rain,66.7
2008-05-06,66.6,50.8,59.2,66.6,50.8,59.2,61.3,0.0,0,,58.1
2008-05-07,70.1,54.4,63.3,70.1,54.4,63.3,48.8,0.0,0,,27.3
2008-05-08,71.0,52.8,62.8,71.0,52.8,62.8,50.0,0.0,0,,24.3
2008-05-09,75.5,50.9,64.0,75.5,50.9,64.0,54.3,0.0,0,,30.1
2008-05-10,75.5,58.4,67.0,75.5,58.4,67.0,47.0,0.0,0,,22.0
2008-05-11,74.5,56.8,64.9,74.5,56.8,64.9,44.3,0.0,0,,18.1
2008-05-12,74.8,53.6,65.6,74.8,53.6,65.6,39.7,0.0,0,,25.6
2008-05-13,76.7,54.0,66.1,76.7,54.0,66.1,46.6,0.0,0,,30.9
2008-05-14,74.6,55.5,65.5,74.6,55.5,65.5,60.2,0.006,100,rain,40.2
2008-05-15,71.7,53.7,63.7,71.7,53.7,63.7,71.0,0.0,0,,41.0
2008-05-16,70.0,59.1,64.0,70.0,59.1,64.0,81.7,0.15,100,rain,80.7
2008-05-17,68.5,60.9,64.8,68.5,60.9,64.8,76.1,0.031,100,rain,81.3
2008-05-18,70.8,60.5,63.5,70.8,60.5,63.5,80.9,0.379,100,rain,88.9
2008-05-19,74.6,58.4,66.2,74.6,58.4,66.2,72.2,0.044,100,rain,84.7
2008-05-20,64.7,57.5,61.2,64.7,57.5,61.2,77.6,0.502,100,rain,79.3
2008-05-21,63.6,56.6,59.3,63.6,56.6,59.3,78.8,0.451,100,rain,85.6
2008-05-22,66.5,55.5,60.6,66.5,55.5,60.6,84.6,0.498,100,rain,80.6
2008-05-23,68.6,57.2,62.1,68.6,57.2,62.1,85.6,0.122,100,rain,68.1
2008-05-24,71.6,57.0,63.5,71.6,57.0,63.5,80.2,0.012,100,rain,67.6
2008-05-25,71.7,61.7,66.5,71.7,61.7,66.5,73.7,0.0,0,,73.0
2008-05-26,78.2,59.6,68.8,78.2,59.6,68.8,67.0,0.0,0,,62.9
2008-05-27,84.8,61.0,73.3,83.7,61.0,73.1,58.8,0.0,0,,3.6
2008-05-28,83.6,63.3,75.3,82.9,63.3,75.2,55.0,0.0,0,,24.2
2008-05-29,89.9,65.4,77.3,87.4,65.4,76.9,52.6,0.0,0,,41.4
2008-05-30,77.6,64.8,73.0,77.6,64.8,73.0,65.9,0.012,100,rain,43.2
2008-05-31,75.5,62.1,68.4,75.5,62.1,68.4,71.7,0.0,0,,42.0
2008-06-01,78.7,62.0,70.2,78.7,62.0,70.2,74.2,0.0,0,,35.8
2008-06-02,86.1,63.6,74.6,86.3,63.6,74.7,63.0,0.0,0,,48.0
2008-06-03,78.9,66.0,72.7,78.9,66.0,72.7,65.8,0.061,100,rain,68.1
2008-06-04,74.6,62.7,66.9,74.6,62.7,66.9,83.7,0.898,100,rain,75.6
2008-06-05,68.3,62.3,64.7,68.3,62.3,64.7,89.6,0.58,100,rain,83.0
2008-06-06,71.7,61.4,64.5,71.7,61.4,64.5,84.2,0.862,100,rain,81.5
2008-06-07,72.2,59.1,65.2,72.2,59.1,65.2,82.7,0.173,100,rain,69.6
2008-06-08,77.2,60.9,68.3,77.2,60.9,68.3,68.2,0.054,100,rain,64.7
2008-06-09,78.7,61.8,70.5,78.7,61.8,70.5,62.1,0.0,0,,41.4
2008-06-10,82.0,62.1,72.6,82.2,62.1,72.7,59.9,0.0,0,,15.5
2008-06-11,77.3,60.9,70.3,77.3,60.9,70.3,71.6,0.0,0,,38.7
2008-06-12,70.8,60.5,64.5,70.8,60.5,64.5,82.9,0.934,100,rain,85.9
2008-06-13,70.4,58.4,63.8,70.4,58.4,63.8,69.1,0.041,100,rain,83.5
2008-06-14,62.2,55.0,59.5,62.2,55.0,59.5,57.9,0.055,100,rain,85.2
2008-06-15,71.3,56.5,63.4,71.3,56.5,63.4,60.3,0.0,0,,57.5
2008-06-16,70.1,58.5,64.1,70.1,58.5,64.1,77.8,0.031,100,rain,82.0
2008-06-17,75.2,63.5,68.2,75.2,63.5,68.2,83.2,0.033,100,rain,82.8
2008-06-18,75.0,59.3,67.1,75.0,59.3,67.1,82.2,1.358,100,rain,65.4
2008-06-19,82.1,61.8,72.4,81.2,61.8,72.3,60.4,0.0,0,,24.6
2008-06-20,85.4,60.8,74.9,84.7,60.8,74.8,55.7,0.0,0,,27.2
2008-06-21,88.7,65.6,78.5,86.8,65.6,78.1,53.8,0.0,0,,12.4
2008-06-22,87.8,67.9,78.2,89.5,67.9,78.8,58.9,0.0,0,,1.7
2008-06-23,86.3,66.2,77.5,87.6,66.2,77.7,56.9,0.0,0,,1.3
2008-06-24,89.5,69.3,79.4,92.2,69.3,80.6,65.4,0.0,0,,9.2
2008-06-25,92.8,71.4,81.5,98.6,71.4,83.5,59.9,0.0,0,,3.5
2008-06-26,92.6,71.6,82.7,99.5,71.6,84.6,58.4,0.0,0,,12.8
2008-06-27,90.6,73.7,81.9,92.3,73.7,83.0,60.4,0.0,0,,48.3
2008-06-28,87.7,74.1,80.1,87.9,74.1,80.2,52.6,0.039,100,rain,39.6
2008-06-29,89.7,71.4,80.7,88.7,71.4,80.5,50.5,0.0,0,,17.7
2008-06-30,88.1,68.5,79.6,88.1,68.5,79.7,55.0,0.0,0,,25.3
2008-07-01,89.9,70.8,80.5,89.8,70.8,80.5,52.2,0.0,0,,39.9
2008-07-02,90.7,67.9,80.2,91.0,67.9,80.2,54.2,0.0,0,,47.1
2008-07-03,87.5,70.1,78.7,89.7,70.1,79.7,63.3,0.0,0,,26.9
2008-07-04,87.9,72.3,79.9,91.4,72.3,81.3,66.1,0.0,0,,50.4
2008-07-05,85.8,64.7,76.4,85.6,64.7,76.6,61.7,0.086,100,rain,43.9
2008-07-06,88.1,68.7,78.9,88.5,68.7,78.8,53.8,0.0,0,,25.8
2008-07-07,86.1,72.5,79.0,87.4,72.5,79.7,67.7,0.078,100,rain,55.5
2008-07-08,82.1,65.6,73.3,81.6,65.6,73.3,61.1,0.141,100,rain,53.5
2008-07-09,84.4,63.9,74.2,82.8,63.9,73.9,51.3,0.0,0,,15.0
2008-07-10,88.0,64.2,77.3,86.5,64.2,76.9,55.5,0.0,0,,10.6
2008-07-11,88.1,65.6,78.1,87.6,65.6,78.1,57.4,0.0,0,,19.1
2008-07-12,89.3,69.2,79.5,89.0,69.2,79.6,56.8,0.0,0,,32.2
2008-07-13,88.4,73.7,79.8,87.4,73.7,80.6,58.1,0.0,0,,56.3
2008-07-14,81.4,64.7,74.0,81.4,64.7,74.0,66.1,0.661,100,rain,63.4
2008-07-15,80.7,64.7,73.2,80.0,64.7,73.1,43.5,0.0,0,,26.8
2008-07-16,83.0,63.6,74.1,81.8,63.6,73.8,51.3,0.0,0,,14.1
2008-07-17,82.7,63.8,74.8,84.0,63.8,75.0,55.3,0.0,0,,40.8
2008-07-18,75.5,62.3,68.6,75.5,62.3,68.6,73.4,0.481,100,rain,68.1
2008-07-19,84.3,61.1,73.6,82.9,61.1,73.3,55.6,0.0,0,,10.8
2008-07-20,84.1,64.1,74.8,86.4,64.1,75.3,69.4,0.0,0,,35.1
2008-07-21,75.8,65.0,70.1,75.8,65.0,70.1,66.5,0.372,100,rain,70.5
2008-07-22,73.6,59.5,66.9,73.6,59.5,66.9,48.7,0.0,0,,63.1
2008-07-23,76.7,56.7,67.4,76.7,56.7,67.4,46.8,0.0,0,,62.5
2008-07-24,83.5,63.7,73.0,82.2,63.7,72.9,48.7,0.0,0,,52.6
2008-07-25,83.9,66.1,74.3,83.3,66.1,74.3,56.4,0.002,100,rain,66.6
2008-07-26,84.8,66.0,75.7,84.8,66.0,75.7,61.7,0.0,0,,44.0
2008-07-27,88.1,71.1,78.9,88.8,71.1,79.0,59.3,0.0,0,,56.7
2008-07-28,89.3,70.4,80.2,91.1,70.4,80.6,55.6,0.0,0,,27.8
2008-07-29,91.6,71.8,81.2,90.5,71.8,81.0,50.7,0.0,0,,16.7
2008-07-30,89.4,68.3,78.7,89.8,68.3,79.1,59.0,0.0,0,,44.6
2008-07-31,92.9,71.7,82.0,92.2,71.7,81.8,49.6,0.0,0,,32.0
2008-08-01,92.6,71.5,82.0,92.5,71.5,82.5,55.2,0.0,0,,13.0
2008-08-02,90.2,71.9,81.5,93.0,71.9,82.3,57.6,0.012,100,rain,14.8
2008-08-03,94.3,70.2,82.1,94.3,70.2,82.1,53.5,0.0,0,,10.8
2008-08-04,91.7,70.5,81.2,92.9,70.5,81.9,57.6,0.0,0,,20.5
2008-08-05,91.7,73.8,82.1,93.0,73.8,83.2,58.0,0.0,0,,21.1
2008-08-06,89.7,73.7,80.5,88.2,73.7,80.1,49.4,0.081,100,rain,24.9
2008-08-07,89.9,70.4,80.3,88.3,70.4,79.8,47.1,0.0,0,,28.1
2008-08-08,88.8,69.5,78.2,91.2,69.5,79.0,62.8,0.012,100,rain,44.2
2008-08-09,83.6,63.3,74.8,81.7,63.3,74.4,50.3,0.945,100,rain,39.4
2008-08-10,84.0,64.7,74.6,82.2,64.7,74.3,49.8,0.0,0,,33.7
2008-08-11,87.9,64.1,76.1,85.7,64.1,75.4,51.6,0.0,0,,7.4
2008-08-12,84.7,66.7,75.4,86.0,66.7,75.7,63.8,0.0,0,,36.4
2008-08-13,88.7,71.9,79.7,89.1,71.9,79.6,52.3,0.0,0,,31.2
2008-08-14,91.1,71.0,81.4,91.2,71.0,81.6,55.8,0.005,100,rain,21.3
2008-08-15,87.6,65.9,76.9,87.9,65.9,77.2,64.1,0.118,100,rain,70.1
2008-08-16,74.0,59.1,66.5,74.0,59.1,66.5,73.8,2.647,100,rain,64.9
2008-08-17,78.1,61.9,69.7,78.1,61.9,69.7,58.0,0.0,0,,52.0
2008-08-18,83.6,62.1,72.7,82.2,62.1,72.6,55.3,0.0,0,,4.9
2008-08-19,86.1,62.1,74.7,85.3,62.1,74.3,55.2,0.0,0,,4.9
2008-08-20,87.2,65.3,75.7,87.2,65.3,75.8,61.5,0.0,0,,5.4
2008-08-21,89.3,68.1,78.1,89.4,68.1,78.2,58.5,0.0,0,,13.6
2008-08-22,87.7,67.2,77.6,87.7,67.2,77.6,56.9,0.0,0,,5.8
2008-08-23,82.1,69.1,75.5,84.6,69.1,75.8,66.5,0.0,0,,58.1
2008-08-24,75.8,62.7,69.1,75.8,62.7,69.1,57.5,0.662,100,rain,40.1
2008-08-25,81.2,61.2,70.3,80.1,61.2,70.2,50.3,0.0,0,,48.8
2008-08-26,82.7,56.4,72.1,81.4,56.4,71.8,48.9,0.0,0,,15.1
2008-08-27,84.8,62.6,75.4,83.6,62.6,75.1,50.2,0.0,0,,4.2
2008-08-28,86.0,66.7,76.6,84.6,66.7,76.2,50.1,0.0,0,,10.4
2008-08-29,87.2,68.8,77.5,86.2,68.8,77.4,51.5,0.0,0,,41.6
2008-08-30,84.5,66.6,75.8,83.6,66.6,75.7,52.7,0.0,0,,19.3
